,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,siren,in pipe ?,web,ban,linke
80,80,80,80,HANNOVER RE,323401034,Not in Pipe,https://www.hannover-re.com/,False,https://fr.linkedin.com/company/hannover-re
81,81,81,81,GRAS SAVOYE,311248637,In Pipe,https://espace-client.grassavoye.com/,False,https://fr.linkedin.com/company/gras-savoye
82,82,82,82,GROUPAMA,315213751,Not in Pipe,https://www.groupama.fr/,False,https://fr.linkedin.com/company/groupama
83,83,83,83,GROUPE MNCAP,794122465,Not in Pipe,https://www.mncap.fr/,False,https://www.linkedin.com/company/gieozy
84,84,84,84,INNOHA,533539797,In Pipe,http://innoha.com/,False,https://fr.linkedin.com/company/innoha-consulting
85,85,85,85,CANSSM,784621351,Not in Pipe,https://www.secumines.org/,False,https://fr.linkedin.com/company/identites-mutuelle
86,86,86,86,BALOO,848792735,Not in Pipe,https://www.baloo-gestion.fr/,False,https://fr.linkedin.com/company/baloo
87,87,87,87,CLUB IDENTICAR,507621043,Not in Pipe,https://www.club-identicar.com/,False,https://www.linkedin.com/company/club-identicar
88,88,88,88,ADIS,877601716,Not in Pipe,http://www.gie-adis.fr/,False,https://fr.linkedin.com/company/adis-assurances
89,89,89,89,SMABTP,341072668,Not in Pipe,https://groupe-sma.fr/,False,https://fr.linkedin.com/company/sma-btp
90,90,90,90,EUROP ASSISTANCE LA TELEASSISTANCE,453798647,Not in Pipe,erreur,False,https://www.linkedin.com/company/europ-assistance-la-t%C3%A9l%C3%A9assistance
91,91,91,91,QBE INSURANCE,789309168,Not in Pipe,https://qbefrance.com/,False,https://fr.linkedin.com/company/qbe
92,92,92,92,KLESIA,822768941,Not in Pipe,https://www.klesia.fr/accedez-votre-espace-client,False,https://fr.linkedin.com/company/klesia
93,93,93,93,INSTITUT MGEN LA VERRIERE,814650446,Not in Pipe,http://www.mgen-laverriere.fr/,False,https://tz.linkedin.com/company/mgen
94,94,94,94,,880152566,Not in Pipe,https://www.nana.fr/,False,https://www.linkedin.com/company/nan
95,95,95,95,VERLINGUE,342229499,Not in Pipe,https://www.verlingue.fr/,False,https://fr.linkedin.com/company/verlingue
96,96,96,96,MAPFRE WARRANTY,442182622,Not in Pipe,https://www.mapfre-warranty.com/login.aspx?cdPais=9,False,https://fr.linkedin.com/company/mapfre.warranty
97,97,97,97,ADREA MUTUELLE,311799878,In Pipe,https://www.adrea.fr/,False,https://fr.linkedin.com/company/adrea-mutuelle
98,98,98,98,CARDIF IARD,824686109,Not in Pipe,https://www.cardif.fr/espace-client,False,https://www.linkedin.com/company/lecho-touristique
99,99,99,99,GROUPE IRCEM,430206581,Not in Pipe,https://www.ircem.com/,False,https://fr.linkedin.com/company/groupe-ircem
100,100,100,100,AON FRANCE,387598303,Not in Pipe,https://www.aon.com/france/default.jsp,False,https://fr.linkedin.com/company/aon
101,101,101,101,AFER,830237988,Not in Pipe,https://www.afer.fr/,False,https://fr.linkedin.com/company/afer-industrie
102,102,102,102,MALAKOFF MEDERIC HUMANIS,853995249,Not in Pipe,http://www.malakoffmederic.com/index.jsp/particuliers/retraite-epargne/index.jsp,False,https://fr.linkedin.com/company/mmhumanis
103,103,103,103,GROUPE PREVOIR,329223952,Not in Pipe,https://www.prevoir.com/,False,https://www.linkedin.com/company/prevoir
104,104,104,104,GROUPE UNEO,792631954,Not in Pipe,https://www.groupe-uneo.fr/,False,https://fr.linkedin.com/company/mutuelleuneo
105,105,105,105,EQUAD RCC,317780153,In Pipe,https://www.equad.fr/,False,https://www.linkedin.com/company/equadrcc
106,106,106,106,ALAPONT GROUP,381026400,Not in Pipe,https://alapont.com/fr/,False,https://fr.linkedin.com/company/grupo-alapont
107,107,107,107,IDENTITES MUTUELLE,379655541,Not in Pipe,erreur,False,https://fr.linkedin.com/company/identites-mutuelle
108,108,108,108,OPPBTP,error,In Pipe,https://www.oppbtp.com/,False,https://fr.linkedin.com/company/oppbtp
109,109,109,109,MUTUELLE DES ARCHITECTES FRANÇAIS ASSURANCES,477672646,Not in Pipe,erreur,False,https://fr.linkedin.com/company/mutuelle-des-architectes-fran%C3%A7ais-assurances
110,110,110,110,GMF ASSURANCES - GROUPE COVEA,398972901,Not in Pipe,https://www.gmf.fr/qui-sommes-nous/portrait/covea,False,https://www.linkedin.com/company/groupe-gmf
111,111,111,111,ACTA ASSISTANCE,851243766,Not in Pipe,https://www.acta-assistance.com/,False,https://www.linkedin.com/company/acta-assistance
112,112,112,112,DIRECT ASSURANCE,525398830,Not in Pipe,https://www.direct-assurance.fr/,False,https://fr.linkedin.com/company/direct-assurance
113,113,113,113,AXA,799754072,Not in Pipe,https://www.axa.fr/,False,https://fr.linkedin.com/company/axa
114,114,114,114,I2C CONSTRUCTION,808242499,Not in Pipe,https://www.i2c-construction.com/,False,https://www.linkedin.com/company/i2c--ing%C3%A9nerie-construction-coordination
115,115,115,115,KLESIA,822768941,Not in Pipe,https://www.klesia.fr/accedez-votre-espace-client,False,https://fr.linkedin.com/company/klesia
116,116,116,116,GROUPAMA,315213751,Not in Pipe,https://www.groupama.fr/,False,https://fr.linkedin.com/company/groupama
117,117,117,117,IFFPF,410457378,Not in Pipe,http://institut-du-funeraire.com/,False,erreur
118,118,118,118,ACORIS MUTUELLES,780004099,Not in Pipe,erreur,False,https://fr.linkedin.com/company/acoris-mutuelles
119,119,119,119,MUTUELLE PREVIFRANCE,776950669,Not in Pipe,erreur,False,https://fr.linkedin.com/company/mutuelleprevifrance
120,120,120,120,AMPLI MUTUELLE,390815710,Not in Pipe,https://www.ampli.fr/,False,https://fr.linkedin.com/company/ampli-mutuelle
121,121,121,121,MUTUELLES DU SOLEIL,782649883,Not in Pipe,https://www.mutuellesdusoleil.fr/,False,https://www.linkedin.com/company/mutuelles-du-soleil
122,122,122,122,GROUPE AGPM,834846099,Not in Pipe,https://www.groupe-agpm.fr/,False,https://fr.linkedin.com/company/groupe-agpm
123,123,123,123,SPB GROUP,853217503,Not in Pipe,https://www.spb.eu/fr/,False,https://fr.linkedin.com/company/spb-group
124,124,124,124,ALG ATTESTATION LEGALE,852152222,Not in Pipe,https://www.attestationlegale.fr/,False,https://www.linkedin.com/company/alg-attestation-legale
125,125,125,125,HISCOX ASSURANCES FRANCE,401121090,Not in Pipe,https://www.hiscox.fr/,False,https://fr.linkedin.com/company/hiscox-assurance
126,126,126,126,AUDIENS,884651795,Not in Pipe,https://www.audiens.org/,False,https://fr.linkedin.com/company/audienscdp
127,127,127,127,AWP FRANCE,381895127,Not in Pipe,https://www.franceinter.fr/theme/internet,False,https://fr.linkedin.com/company/allianz-worldwide-partners
128,128,128,128,FILHET-ALLARD,464201243,In Pipe,https://www.filhetallard.com/,False,https://fr.linkedin.com/company/filhet-allard
129,129,129,129,ALPTIS ASSURANCES,335244489,Not in Pipe,https://www.alptis.org/,False,https://fr.linkedin.com/company/alptis
130,130,130,130,HENNER,323377739,Not in Pipe,http://www.henner.com/private/fr,False,https://fr.linkedin.com/company/groupe-henner
131,131,131,131,APRIL,850833641,Not in Pipe,https://www.april.fr/,False,https://fr.linkedin.com/company/april-assurances
132,132,132,132,MSSA,410219042,Not in Pipe,https://www.msa.fr/lfy/espace-prive,False,https://fr.linkedin.com/company/mssa
133,133,133,133,COVEA,843198433,Not in Pipe,https://www.covea.eu/fr,False,https://www.linkedin.com/company/groupecovea
134,134,134,134,INTER MUTUELLES HABITAT,494671795,Not in Pipe,https://imahabitat.eu/,False,https://fr.linkedin.com/company/inter-mutuelles-habitat
135,135,135,135,THEOREME,802163394,Not in Pipe,http://www.theoreme.fr/fr/,False,https://fr.linkedin.com/company/th%C3%A9or%C3%A8me-courtier-d'assurance
136,136,136,136,GROUPE SATEC,410649149,Not in Pipe,https://www.satecassur.com/,False,https://fr.linkedin.com/company/groupe-satec
137,137,137,137,APREVA,428419717,Not in Pipe,https://www.apreva.fr/,False,https://fr.linkedin.com/company/apreva-mutuelle
138,138,138,138,LA MUTUELLE DES ETUDIANTS (LMDE),811352095,Not in Pipe,https://www.lmde.fr/,False,https://fr.linkedin.com/company/lmde
139,139,139,139,AXA,799754072,Not in Pipe,https://www.axa.fr/,False,https://fr.linkedin.com/company/axa
140,140,140,140,MATMUT,430156802,Not in Pipe,https://www.matmut.fr/,False,https://fr.linkedin.com/company/matmut
141,141,141,141,GENERALI,510112352,Not in Pipe,https://www.generali.fr/,False,https://fr.linkedin.com/company/generali
142,142,142,142,ASSURA,397907122,Not in Pipe,http://fr.assura.ch/,False,https://fr.linkedin.com/company/assura-group-ltd
143,143,143,143,SOS PARE-BRISE,823146949,Not in Pipe,https://www.sosparebriseplus.fr/,False,https://fr.linkedin.com/company/sos-pare-brise-plus
